seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
NZ_CP017776.1||full	0.987	0.0	0.987	dsDNAphage	35158	12	54.1	4.9	35158	61	26	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017832.1||full	0.633	0.0	0.633	dsDNAphage	132945	0	17.9	5.1	132945	141	1	12	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017931.1||full	0.987	0.0	0.987	dsDNAphage	111392	13	56.7	3.0	111392	134	41	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014147.1||full	1.0	0.007	1.0	dsDNAphage	59360	12	38.7	2.7	59360	111	28	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013169.1||full	0.593	0.527	0.593	dsDNAphage	3119	0	20.0	0.0	3119	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013170.1||full	0.667	0.12	0.667	dsDNAphage	1384	0	33.3	0.0	1384	3	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013171.1||full	0.587	0.127	0.587	dsDNAphage	2095	0	50.0	0.0	2095	2	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018314.1||full	0.987	0.007	0.987	dsDNAphage	68507	16	77.0	5.4	68507	74	34	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013241.1||full	0.867	0.0	0.867	dsDNAphage	235647	1	20.7	12.1	235647	280	13	34	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013199.1||full	0.92	0.0	0.92	dsDNAphage	14512	1	42.1	5.3	14512	19	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013198.1||full	0.96	0.0	0.96	dsDNAphage	25884	3	33.3	11.1	25884	36	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017847.1||full	0.98	0.0	0.98	dsDNAphage	113343	12	58.5	7.3	113343	123	36	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015456.1||full	0.827	0.033	0.827	dsDNAphage	13662	0	26.1	4.3	13662	23	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016021.1||full	0.933	0.007	0.933	dsDNAphage	16315	1	41.7	16.7	16315	22	9	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018257.1||full	0.993	0.0	0.993	dsDNAphage	110848	9	43.4	7.4	110848	122	29	10	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010144.1||full	1.0	0.0	1.0	dsDNAphage	114159	13	57.1	10.1	114159	119	38	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010153.1||full	1.0	0.0	1.0	dsDNAphage	114159	13	57.1	10.1	114159	119	38	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010173.1||full	1.0	0.0	1.0	dsDNAphage	94392	6	53.6	7.3	94392	110	37	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010179.1||full	0.833	0.0	0.833	dsDNAphage	116415	3	29.2	39.4	116415	137	12	37	Yes	24565.0	91850.0	viral,host,viral	20344,91850,4221	1-20344,20345-112194,112195-116415	1-25,26-130,131-137	2,5,5	1,36,0
NZ_CP010244.1||full	0.967	0.0	0.967	dsDNAphage	113155	14	51.2	11.8	113155	127	35	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018336.1||full	0.953	0.0	0.953	dsDNAphage	58101	11	52.5	10.0	58101	80	20	7	Yes	46008.0	12093.0	host,viral	12093,46008	1-12093,12094-58101	1-13,14-80	0,20	4,3
NZ_CP018459.1||full	1.0	0.02	1.0	dsDNAphage	16661	8	54.2	4.2	16661	24	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018668.1||full	0.733	0.0	0.733	dsDNAphage	39918	0	20.0	10.0	39918	48	1	10	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018687.1||full	0.6	0.0	0.6	dsDNAphage	220209	0	27.3	9.1	220209	252	10	43	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018688.1||full	0.993	0.02	0.993	dsDNAphage	75447	16	76.8	6.1	75447	82	39	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018703.1||full	0.993	0.02	0.993	dsDNAphage	65936	16	83.6	4.5	65936	67	34	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018709.1||full	0.993	0.013	0.993	dsDNAphage	73016	16	81.8	5.2	73016	77	35	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018715.1||full	0.987	0.033	0.987	dsDNAphage	80710	16	77.1	6.0	80710	83	38	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018721.1||full	0.993	0.02	0.993	dsDNAphage	73594	16	79.7	5.4	73594	74	34	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018733.1||full	0.807	0.0	0.807	dsDNAphage	58291	0	18.8	12.5	58291	73	3	13	Yes	51215.0	7076.0	host,viral	7076,51215	1-7076,7077-58291	1-9,10-73	0,3	3,10
NZ_CP018697.1||full	0.993	0.02	0.993	dsDNAphage	79568	17	81.6	5.3	79568	76	38	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018759.1||full	1.0	0.007	1.0	dsDNAphage	114247	5	37.6	2.2	114247	181	32	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016296.1||full	0.993	0.0	0.993	dsDNAphage	110709	10	43.5	7.3	110709	124	30	10	Yes	96372.0	14337.0	viral,host	96372,14337	1-96372,96373-110709	1-106,107-124	30,0	2,8
NZ_CP016299.1||full	0.993	0.0	0.993	dsDNAphage	110708	9	43.1	7.3	110708	123	29	10	Yes	96371.0	14337.0	viral,host	96371,14337	1-96371,96372-110708	1-105,106-123	29,0	2,8
NZ_CP016301.1||full	0.993	0.0	0.993	dsDNAphage	110708	9	43.1	7.3	110708	123	29	10	Yes	96371.0	14337.0	viral,host	96371,14337	1-96371,96372-110708	1-105,106-123	29,0	2,8
NZ_CP018813.1||full	0.947	0.007	0.947	dsDNAphage	27577	1	16.7	4.8	27577	42	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013759.1||full	0.767	0.0	0.767	dsDNAphage	39299	3	30.8	38.5	39299	50	6	13	Yes	16439.0	22860.0	viral,host,viral	10625,22860,5814	1-10625,10626-33485,33486-39299	1-18,19-44,45-50	3,0,3	2,10,1
NZ_CP013763.1||full	0.733	0.0	0.733	dsDNAphage	119734	2	22.9	34.3	119734	154	3	25	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013767.1||full	0.947	0.007	0.947	dsDNAphage	31624	9	43.4	11.3	31624	53	14	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013769.1||full	0.753	0.0	0.753	dsDNAphage	152764	6	27.5	35.9	152764	201	9	35	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013770.1||full	0.86	0.0	0.86	dsDNAphage	36171	7	42.2	15.5	36171	45	12	8	Yes	21760.0	14411.0	host,viral	14411,21760	1-14411,14412-36171	1-12,13-45	0,12	4,4
NZ_CP013771.1||full	0.94	0.0	0.94	dsDNAphage	36060	8	40.4	15.4	36060	52	13	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013774.1||full	0.74	0.0	0.74	dsDNAphage	138633	5	26.2	36.0	138633	183	9	33	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013775.1||full	0.94	0.0	0.94	dsDNAphage	36080	8	44.9	14.2	36080	49	13	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013776.1||full	0.873	0.0	0.873	dsDNAphage	35953	7	44.4	20.0	35953	45	13	12	Yes	25517.0	10436.0	host,viral	10436,25517	1-10436,10437-35953	1-12,13-45	0,13	8,4
NZ_CP013780.1||full	0.907	0.007	0.907	dsDNAphage	121222	26	39.3	15.1	121222	178	39	22	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013782.1||full	0.667	0.0	0.667	dsDNAphage	180652	3	31.3	40.3	180652	203	12	30	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013783.1||full	0.867	0.0	0.867	dsDNAphage	50678	8	44.4	22.3	50678	54	12	7	Yes	28585.0	22093.0	viral,host,viral	10085,22093,18500	1-10085,10086-32178,32179-50678	1-13,14-33,34-54	3,0,9	0,6,1
NZ_CP013785.1||full	0.86	0.007	0.86	dsDNAphage	33543	6	54.3	10.9	33543	46	6	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013787.1||full	0.627	0.0	0.627	dsDNAphage	180885	3	30.9	39.7	180885	202	12	31	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013788.1||full	0.9	0.033	0.9	dsDNAphage	50688	8	49.1	22.7	50688	53	14	7	Yes	28595.0	22093.0	viral,host,viral	10085,22093,18510	1-10085,10086-32178,32179-50688	1-13,14-33,34-53	3,0,11	0,6,1
NZ_CP013790.1||full	0.86	0.013	0.86	dsDNAphage	33552	7	56.8	11.4	33552	44	8	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013794.1||full	0.86	0.007	0.86	dsDNAphage	33554	7	55.6	8.9	33554	45	8	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013799.1||full	0.867	0.013	0.867	dsDNAphage	31206	6	57.1	9.5	31206	40	5	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013803.1||full	0.893	0.0	0.893	dsDNAphage	51470	8	46.3	22.3	51470	54	14	6	Yes	45072.0	6398.0	viral,host	45072,6398	1-45072,45073-51470	1-48,49-54	14,0	4,2
NZ_CP013805.1||full	0.9	0.027	0.9	dsDNAphage	33425	7	55.6	13.3	33425	45	8	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013808.1||full	0.9	0.033	0.9	dsDNAphage	50688	8	49.1	22.7	50688	53	14	7	Yes	28595.0	22093.0	viral,host,viral	10085,22093,18510	1-10085,10086-32178,32179-50688	1-13,14-33,34-53	3,0,11	0,6,1
NZ_CP013810.1||full	0.873	0.007	0.873	dsDNAphage	33556	7	55.6	11.1	33556	45	8	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013813.1||full	0.873	0.013	0.873	dsDNAphage	32448	7	56.8	9.1	32448	46	8	3	Yes	28071.0	4377.0	host,viral	4377,28071	1-4377,4378-32448	1-5,6-46	0,8	2,1
NZ_CP013823.1||full	0.907	0.0	0.907	dsDNAphage	51496	8	42.4	22.0	51496	59	14	7	Yes	41978.0	9518.0	viral,host	41978,9518	1-41978,41979-51496	1-49,50-59	14,0	4,3
NZ_CP013824.1||full	0.713	0.0	0.713	dsDNAphage	181030	3	20.7	24.1	181030	211	10	31	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013825.1||full	0.847	0.013	0.847	dsDNAphage	33439	7	51.0	18.4	33439	49	8	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015609.1||full	0.967	0.0	0.967	dsDNAphage	22301	1	16.3	2.3	22301	43	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016078.1||full	0.973	0.013	0.973	dsDNAphage	59371	4	25.2	4.9	59371	103	21	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017302.1||full	0.62	0.0	0.62	dsDNAphage	7613	0	15.4	7.7	7613	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016898.1||full	0.927	0.0	0.927	dsDNAphage	78374	2	26.1	10.9	78374	92	10	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017988.1||full	0.993	0.013	0.993	dsDNAphage	73219	16	80.8	5.1	73219	78	35	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014801.1||full	0.627	0.0	0.627	dsDNAphage	101312	0	42.9	14.3	101312	99	0	43	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018360.1||full	0.973	0.0	0.973	dsDNAphage	111014	12	58.1	5.6	111014	124	36	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014487.1||full	1.0	0.0	1.0	dsDNAphage	41597	10	47.1	2.9	41597	70	26	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019841.1||full	0.733	0.0	0.733	dsDNAphage	70117	0	8.3	0.0	70117	88	1	20	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019880.1||full	0.993	0.0	0.993	dsDNAphage	38896	7	41.8	7.3	38896	55	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019881.1||full	0.947	0.0	0.947	dsDNAphage	25766	2	30.0	17.5	25766	40	6	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018956.1||full	0.907	0.0	0.907	dsDNAphage	216170	23	26.1	24.9	216170	261	39	46	Yes	170239.0	45931.0	viral,host,viral	161453,45931,8786	1-161453,161454-207384,207385-216170	1-196,197-248,249-261	33,0,6	20,26,0
NZ_CP019002.1||full	0.993	0.0	0.993	dsDNAphage	112707	12	56.6	4.9	112707	122	40	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019004.1||full	0.22	0.927	0.927	ssDNA	1424	0	50.0	0.0	1424	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019013.1||full	0.98	0.007	0.98	dsDNAphage	109057	12	57.3	3.8	109057	131	47	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019027.1||full	0.993	0.013	0.993	dsDNAphage	109269	12	59.8	3.9	109269	127	47	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019022.1||full	0.44	0.887	0.887	ssDNA	1326	0	50.0	0.0	1326	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019021.1||full	0.46	1.0	1.0	ssDNA	1459	0	33.3	0.0	1459	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019991.1||full	0.947	0.007	0.947	dsDNAphage	17926	2	29.6	3.7	17926	27	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020003.1||full	0.987	0.007	0.987	dsDNAphage	55302	9	46.7	6.7	55302	75	18	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020004.1||full	0.993	0.007	0.993	dsDNAphage	49945	7	40.6	7.2	49945	69	19	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020049.1||full	0.893	0.0	0.893	dsDNAphage	141788	2	17.2	25.6	141788	180	9	30	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020051.1||full	0.973	0.0	0.973	dsDNAphage	91265	6	46.8	11.7	91265	111	34	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020063.1||full	0.973	0.0	0.973	dsDNAphage	109016	13	49.6	6.7	109016	119	34	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020103.1||full	0.953	0.0	0.953	dsDNAphage	84191	11	45.5	12.1	84191	99	30	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020118.1||full	0.973	0.0	0.973	dsDNAphage	111056	13	58.5	6.5	111056	123	43	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020435.1||full	0.847	0.0	0.847	dsDNAphage	15180	1	27.8	22.2	15180	18	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020425.1||full	0.993	0.053	0.993	dsDNAphage	45176	10	66.2	2.7	45176	74	32	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020426.1||full	0.987	0.007	0.987	dsDNAphage	131191	12	44.7	5.3	131191	188	45	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020430.1||full	0.587	0.02	0.587	dsDNAphage	20534	0	58.3	4.2	20534	27	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014843.1||full	0.973	0.0	0.973	dsDNAphage	205432	22	29.4	6.8	205432	235	13	13	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016730.1||full	0.167	0.9	0.9	ssDNA	2239	0	50.0	0.0	2239	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020479.1||full	0.82	0.0	0.82	dsDNAphage	58709	0	10.7	3.6	58709	87	2	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020482.1||full	0.827	0.873	0.873	ssDNA	1030	0	33.3	0.0	1030	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020558.1||full	0.993	0.0	0.993	dsDNAphage	128247	14	39.8	4.5	128247	176	45	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017592.1||full	0.993	0.02	0.993	dsDNAphage	46643	13	54.1	13.1	46643	61	24	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020585.1||full	1.0	0.0	1.0	dsDNAphage	111996	9	42.4	8.0	111996	125	29	10	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AP017916.1||full	0.64	0.047	0.64	dsDNAphage	20952	0	17.9	3.6	20952	27	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AP017917.1||full	0.707	0.013	0.707	dsDNAphage	19290	0	3.7	0.0	19290	27	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020749.1||full	0.947	0.0	0.947	dsDNAphage	64676	10	44.9	11.5	64676	78	19	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020750.1||full	0.993	0.02	0.993	dsDNAphage	51342	12	51.2	4.7	51342	86	31	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP020936.1||full	0.947	0.0	0.947	dsDNAphage	63625	4	44.7	15.8	63625	75	17	5	Yes	58564.0	5061.0	host,viral	5061,58564	1-5061,5062-63625	1-6,7-75	0,17	3,2
NZ_CP018210.1||full	1.0	0.093	1.0	dsDNAphage	38857	11	64.3	0.0	38857	56	26	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016798.1||full	1.0	0.007	1.0	dsDNAphage	43183	8	40.6	2.9	43183	69	27	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017377.1||full	0.92	0.013	0.92	dsDNAphage	11908	1	45.0	15.0	11908	19	3	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019739.1||full	1.0	0.0	1.0	dsDNAphage	43087	9	45.3	6.2	43087	64	25	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021063.1||full	0.727	0.0	0.727	dsDNAphage	112743	0	22.2	5.6	112743	135	5	19	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021064.1||full	1.0	0.0	1.0	dsDNAphage	92013	10	37.4	4.6	92013	131	20	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015341.1||full	1.0	0.08	1.0	dsDNAphage	39933	12	52.6	0.0	39933	57	26	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AP014639.1||full	0.96	0.0	0.96	dsDNAphage	77689	1	19.0	5.7	77689	105	6	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AP014643.1||full	0.96	0.0	0.96	dsDNAphage	77689	1	19.0	5.7	77689	105	6	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021203.1||full	0.84	0.0	0.84	dsDNAphage	169514	9	29.6	36.9	169514	184	34	17	Yes	155904.0	13610.0	host,viral,host	2723,155904,10887	1-2723,2724-158627,158628-169514	1-4,5-177,178-184	0,33,1	3,10,4
NZ_CP021336.1||full	0.967	0.0	0.967	dsDNAphage	86571	6	54.7	6.6	86571	106	39	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021340.1||full	0.967	0.0	0.967	dsDNAphage	86571	6	54.7	6.6	86571	106	39	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP015974.1||full	0.44	0.927	0.927	ssDNA	1355	0	50.0	0.0	1355	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019050.1||full	0.96	0.013	0.96	dsDNAphage	111075	14	55.6	8.5	111075	117	35	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019637.1||full	0.86	0.0	0.86	dsDNAphage	36692	1	19.4	2.8	36692	36	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP019638.1||full	0.84	0.0	0.84	dsDNAphage	14799	1	30.8	7.7	14799	13	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021670.1||full	0.967	0.0	0.967	dsDNAphage	204968	22	29.7	6.9	204968	232	13	13	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021514.1||full	0.907	0.013	0.907	dsDNAphage	42384	11	41.2	5.9	42384	51	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017573.1||full	0.74	0.0	0.74	dsDNAphage	60290	1	36.4	13.6	60290	68	2	13	Yes	24362.0	35928.0	host,viral	35928,24362	1-35928,35929-60290	1-40,41-68	0,2	12,1
NZ_CP021678.1||full	0.953	0.007	0.953	dsDNAphage	100615	5	28.4	13.4	100615	134	21	15	Yes	79458.0	21157.0	host,viral,host	6442,79458,14715	1-6442,6443-85900,85901-100615	1-7,8-117,118-134	0,21,0	4,2,9
NZ_CP021679.1||full	0.987	0.06	0.987	dsDNAphage	11291	2	62.5	6.2	11291	16	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021537.1||full	0.967	0.0	0.967	dsDNAphage	96651	6	45.8	10.0	96651	120	36	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021719.1||full	0.867	0.0	0.867	dsDNAphage	128091	2	17.3	25.6	128091	168	9	24	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021720.1||full	0.88	0.0	0.88	dsDNAphage	216340	6	30.1	24.9	216340	249	34	30	Yes	185772.0	30568.0	viral,host	185772,30568	1-185772,185773-216340	1-215,216-249	34,0	19,11
NZ_CP021714.1||full	0.973	0.007	0.973	dsDNAphage	106538	13	54.2	7.5	106538	120	37	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021760.1||full	0.987	0.02	0.987	dsDNAphage	54404	15	83.6	5.5	54404	55	31	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP018837.1||full	0.913	0.053	0.913	dsDNAphage	11914	2	10.7	7.1	11914	28	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021835.1||full	0.933	0.0	0.933	dsDNAphage	210042	24	26.1	25.3	210042	257	41	44	Yes	129746.0	80296.0	viral,host	129746,80296	1-129746,129747-210042	1-161,162-257	39,2	15,29
NZ_CP021897.1||full	0.993	0.0	0.993	dsDNAphage	112272	13	53.7	8.8	112272	136	44	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021962.1||full	0.973	0.0	0.973	dsDNAphage	132214	13	50.0	11.2	132214	134	33	11	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021940.1||full	0.973	0.0	0.973	dsDNAphage	112865	13	53.8	5.0	112865	119	34	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021942.1||full	1.0	0.0	1.0	dsDNAphage	76737	16	69.0	6.0	76737	84	40	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021945.1||full	0.973	0.0	0.973	dsDNAphage	112865	13	54.6	5.0	112865	119	34	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021949.1||full	0.993	0.0	0.993	dsDNAphage	81696	17	73.5	4.8	81696	83	37	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021957.1||full	0.993	0.013	0.993	dsDNAphage	72121	16	81.0	2.5	72121	79	36	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP022085.1||full	0.98	0.027	0.98	dsDNAphage	109939	13	59.8	4.5	109939	132	51	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021784.1||full	0.393	0.867	0.867	ssDNA	1412	0	50.0	0.0	1412	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP022152.1||full	0.7	0.0	0.7	dsDNAphage	295603	0	36.1	2.8	295603	360	16	72	Yes	33037.0	262566.0	host,viral,host	29529,33037,233037	1-29529,29530-62566,62567-295603	1-30,31-83,84-360	0,4,12	9,2,61
NZ_CP022126.1||full	0.853	0.0	0.853	dsDNAphage	138351	2	16.5	26.7	138351	173	10	30	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP022128.1||full	0.967	0.007	0.967	dsDNAphage	111556	13	53.4	9.3	111556	118	33	4	Yes	100174.0	11382.0	host,viral	11382,100174	1-11382,11383-111556	1-9,10-118	0,33	3,1
NZ_CP022167.1||full	0.98	0.0	0.98	dsDNAphage	113426	13	58.7	6.3	113426	126	41	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012114.1||full	0.987	0.013	0.987	dsDNAphage	109610	14	59.6	2.6	109610	156	46	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016597.1||full	0.927	0.0	0.927	dsDNAphage	71482	11	41.1	17.8	71482	90	25	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP022274.1||full	0.82	0.0	0.82	dsDNAphage	159243	4	18.1	33.2	159243	199	13	50	Yes	28704.0	130539.0	host,viral,host	20423,28704,110116	1-20423,20424-49127,49128-159243	1-22,23-72,73-199	0,3,10	9,2,39
NZ_CP022248.1||full	0.393	0.84	0.84	ssDNA	1012	0	50.0	0.0	1012	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP022570.1||full	0.973	0.007	0.973	dsDNAphage	11856	1	22.7	18.2	11856	21	3	5	Yes	6376.0	5480.0	viral,host	6376,5480	1-6376,6377-11856	1-14,15-21	3,0	0,5
NZ_CP022671.1||full	0.9	0.007	0.9	dsDNAphage	17981	0	28.9	5.3	17981	38	3	2	Yes	13203.0	4778.0	viral,host	13203,4778	1-13203,13204-17981	1-32,33-38	3,0	0,2
NZ_CP022824.1||full	0.613	0.0	0.613	dsDNAphage	240020	0	47.1	23.5	240020	265	2	105	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP023183.1||full	0.707	0.193	0.707	dsDNAphage	4589	0	10.0	0.0	4589	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP023381.1||full	0.987	0.0	0.987	dsDNAphage	90873	6	55.7	6.6	90873	106	38	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP023368.1||full	1.0	0.013	1.0	dsDNAphage	48447	14	66.2	10.3	48447	68	36	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AP015032.1||full	1.0	0.0	1.0	dsDNAphage	94695	4	29.1	11.0	94695	127	16	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AP017612.1||full	0.987	0.013	0.987	dsDNAphage	108785	12	61.4	3.9	108785	127	49	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AP018286.1||full	0.827	0.0	0.827	dsDNAphage	15860	1	15.0	10.0	15860	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AP018261.1||full	0.52	0.04	0.52	dsDNAphage	13693	0	8.0	0.0	13693	25	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AP018263.1||full	0.533	0.053	0.533	dsDNAphage	8579	0	10.0	0.0	8579	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
